_6,0,0.998840978623,0.999160810129,0.998338637468,0.995461567878,0.999913430612,0.999881921943,0.997118302988,0.9997974978,0.996997927422,0.997227349955,0.981749556799,0.947236896945,0.773998676979,0.38334582456,0.98939865525,0.879829232146,0.391300435643,0.928043934002,0.879796163152,0.782273844476,0.89423777112,0.950985910123,0.947236896945,0.374613506324,0.775435433758,0.865886878963,0.999520078429
_6,1,0.995405103947,0.995416773008,0.989101615376,0.994010099828,0.999832473585,0.998433984323,0.999629962618,0.998167290557,0.999490914164,0.998872467087,-0.147876156589,0.976733008458,-0.450051546183,-0.676000174179,0.716873041383,0.611802685601,0.382422899629,0.785999317732,0.814166059659,0.822238099541,0.936947600633,0.985863806566,0.976733008458,0.954954317174,0.986136622655,0.923524429122,0.998407355356
_6,2,0.999628953754,0.999440210283,0.998935867911,0.99697938542,0.999933449931,0.999744311339,0.997821165732,0.999885942275,0.997960045938,0.998073435912,0.375340662413,0.460763150599,-0.16747126189,-0.26041408002,0.815323731112,0.105175299123,-0.261935561563,0.890501080803,0.145009956676,-0.125414827716,0.701847130287,0.723264364773,0.460763150599,-0.234191203303,0.002054499219,0.300889382495,0.999659634929
_6,3,0.999592483713,0.999766825459,0.99969297238,0.997166143761,0.99992737525,0.999917686396,0.997446967159,0.999930239691,0.997433814195,0.997470525799,0.380897428676,0.0224106946705,0.0871964425752,0.0108547056742,0.357893065464,0.152795811788,0.0370562036501,0.0790772914216,0.0822592128192,0.0511135384988,0.0466206095434,0.0729906679071,0.0224106946705,0.0207466206207,-0.0578576858997,-0.138147171332,0.999701448238
_6,4,0.99956660776,0.999590852944,0.999107076449,0.996601643066,0.999945658356,0.999846695831,0.997280949388,0.999827910868,0.997263546349,0.997386771494,0.759344471383,0.610670227427,0.132141518029,-0.102636821253,0.784109965348,0.137643088697,-0.102923619653,0.0436219886293,0.158437296541,0.152022086334,0.0295879502006,0.629623116911,0.610670227427,-0.00819541210489,0.183479115731,0.185924863445,0.999617066455
_6,5,0.999354430919,0.999687800142,0.999464362854,0.996695896078,0.999828633691,0.999909421813,0.997021876342,0.999809810942,0.996993859055,0.997034250327,0.448531244712,0.0165852020702,0.0444913512986,-0.0705958641271,0.763081399135,0.501878848014,0.173043108783,0.542606026686,0.431689948953,0.178176483337,0.460309611479,0.52342254716,0.0165852020702,0.219266133385,0.162669332245,-0.15637588505,0.999659585514
_6,6,0.997945707336,0.996527243029,0.993766746176,0.989897148123,0.998491776438,0.996966947857,0.993840714356,0.998723172285,0.995942756855,0.997609354826,0.759725032379,0.886903458681,0.695736692053,0.353277161566,0.937579627242,0.89514206952,0.375198650003,0.885841017851,0.924839801428,0.814956752228,0.853108814112,0.936848957911,0.886903458681,0.326672038616,0.803125137778,0.868057815701,0.999004506937
_6,7,0.999618204052,0.999742225225,0.999539482145,0.997211638163,0.999943308004,0.999948113784,0.997720179678,0.999906472584,0.997650342404,0.997756457788,0.869243866938,0.645605534574,0.343180483149,0.056187588059,0.736656713524,0.224501687971,0.0522683963923,-0.695060848305,0.240774390635,0.353236229539,-0.504596149746,0.562454403853,0.645605534574,-0.0514377566119,0.303664096889,0.24029350676,0.999713932187
_6,8,0.999873160117,0.999906143144,0.9997879179,0.997893757903,0.9999651035,0.99994470779,0.998071927718,0.999934743394,0.998051692934,0.998121462174,0.141070203897,0.354641942289,-0.0988523740524,-0.130527026149,0.475977719045,0.251939983585,0.094422905843,0.305808553009,0.321584551634,0.261058849192,0.284284262592,0.397950875289,0.354641942289,0.200457654828,0.313902606337,0.296862885115,0.999782496668
_6,9,0.999755206459,0.999821872127,0.999683711775,0.997285003727,0.9999585689,0.99994806998,0.997538369761,0.999930359008,0.997501221892,0.997560805252,0.219818072033,0.716165563413,0.0342855290382,-0.0271568775245,0.894903745492,0.694540047731,0.302557128779,0.851432537811,0.717800840962,0.520088343805,0.709792501889,0.7561826646,0.716165563413,0.335157370091,0.537011359989,0.678873078226,0.999725250943
