0,1,17,1
0,2,15,1
0,2,19,1
0,3,15,1
0,3,19,1
0,5,12,1
0,5,13,1
0,5,14,1
0,5,15,1
0,5,19,1
0,7,15,1
0,7,19,1
0,9,12,1
0,9,16,1
0,9,17,1
0,9,18,1
0,10,12,1
0,10,17,1
0,11,14,1
0,11,15,1
0,11,19,1
0,12,15,1
0,12,16,1
0,12,18,1
0,12,19,1
0,14,16,1
0,14,18,1
0,15,16,1
0,15,17,1
0,15,18,1
0,16,19,1
0,17,19,1
0,18,19,1
1,2,9,1
1,2,14,1
1,2,15,1
1,2,17,1
1,2,19,1
1,3,12,1
1,3,14,1
1,3,15,1
1,3,17,1
1,3,19,1
1,4,12,1
1,4,17,1
1,5,7,1
1,5,8,1
1,5,11,1
1,5,12,1
1,5,13,1
1,5,14,1
1,5,15,1
1,5,16,1
1,5,17,1
1,5,18,1
1,5,19,1
1,6,16,1
1,6,17,1
1,7,9,1
1,7,14,1
1,7,15,1
1,7,17,1
1,7,19,1
1,8,12,1
1,8,17,1
1,9,11,1
1,9,12,1
1,9,16,1
1,9,17,1
1,9,18,1
1,10,12,1
1,10,17,1
1,11,14,1
1,11,15,1
1,11,17,1
1,11,19,1
1,12,13,1
1,12,14,1
1,12,15,1
1,12,16,1
1,12,17,1
1,12,18,1
1,12,19,1
1,13,17,1
1,14,16,1
1,14,17,1
1,14,18,1
1,15,16,1
1,15,17,1
1,15,18,1
1,16,17,1
1,16,19,1
1,17,18,1
1,17,19,1
1,18,19,1
2,3,19,1
2,4,19,1
2,5,19,1
2,6,19,1
2,7,19,1
2,8,19,1
2,9,19,1
2,10,19,1
2,11,19,1
2,12,19,1
2,13,19,1
2,14,19,1
2,15,19,1
2,16,19,1
2,17,19,1
2,18,19,1
0,1,12,0.967741935
0,1,14,0.967741935
0,1,15,0.967741935
0,1,16,0.967741935
0,2,9,0.967741935
0,2,14,0.967741935
0,3,12,0.967741935
0,3,14,0.967741935
0,4,12,0.967741935
0,4,15,0.967741935
0,5,8,0.967741935
0,5,16,0.967741935
0,5,17,0.967741935
0,5,18,0.967741935
0,6,12,0.967741935
0,6,13,0.967741935
0,6,14,0.967741935
0,6,15,0.967741935
0,6,16,0.967741935
0,6,17,0.967741935
0,7,9,0.967741935
0,7,14,0.967741935
0,8,12,0.967741935
0,8,15,0.967741935
0,8,16,0.967741935
0,8,17,0.967741935
0,8,18,0.967741935
0,9,11,0.967741935
0,9,13,0.967741935
0,9,14,0.967741935
0,9,15,0.967741935
0,10,14,0.967741935
0,10,15,0.967741935
0,10,16,0.967741935
0,10,18,0.967741935
0,11,12,0.967741935
0,11,13,0.967741935
0,11,17,0.967741935
0,12,13,0.967741935
0,12,14,0.967741935
0,12,17,0.967741935
0,13,15,0.967741935
0,13,16,0.967741935
0,13,17,0.967741935
0,13,18,0.967741935
0,14,15,0.967741935
0,14,17,0.967741935
0,16,17,0.967741935
0,17,18,0.967741935
1,2,8,0.967741935
1,2,10,0.967741935
1,2,12,0.967741935
1,2,13,0.967741935
1,2,16,0.967741935
1,3,7,0.967741935
1,3,8,0.967741935
1,3,9,0.967741935
1,3,11,0.967741935
1,3,13,0.967741935
1,3,16,0.967741935
1,3,18,0.967741935
1,4,7,0.967741935
1,4,11,0.967741935
1,4,14,0.967741935
1,4,15,0.967741935
1,4,16,0.967741935
1,4,18,0.967741935
1,5,9,0.967741935
1,5,10,0.967741935
1,6,8,0.967741935
1,6,12,0.967741935
1,6,13,0.967741935
1,6,14,0.967741935
1,6,15,0.967741935
1,6,18,0.967741935
1,7,8,0.967741935
1,7,10,0.967741935
1,7,12,0.967741935
1,7,13,0.967741935
1,7,16,0.967741935
1,7,18,0.967741935
1,8,11,0.967741935
1,8,16,0.967741935
1,8,18,0.967741935
1,10,11,0.967741935
1,10,16,0.967741935
1,10,18,0.967741935
1,11,12,0.967741935
1,11,13,0.967741935
1,11,16,0.967741935
1,11,18,0.967741935
1,13,16,0.967741935
1,13,18,0.967741935
1,16,18,0.967741935
0,1,19,0.954545455
0,4,19,0.954545455
0,6,19,0.954545455
0,8,19,0.954545455
0,9,19,0.954545455
0,10,19,0.954545455
0,13,19,0.954545455
0,14,19,0.954545455
0,15,19,0.954545455
1,4,19,0.954545455
1,6,19,0.954545455
3,4,19,0.954545455
3,5,19,0.954545455
3,6,19,0.954545455
3,7,19,0.954545455
3,8,19,0.954545455
3,9,19,0.954545455
3,10,19,0.954545455
3,11,19,0.954545455
3,12,19,0.954545455
3,13,19,0.954545455
3,14,19,0.954545455
3,15,19,0.954545455
3,16,19,0.954545455
3,17,19,0.954545455
3,18,19,0.954545455
4,5,19,0.954545455
4,7,19,0.954545455
4,11,19,0.954545455
4,12,19,0.954545455
4,16,19,0.954545455
4,17,19,0.954545455
4,18,19,0.954545455
5,6,19,0.954545455
5,7,19,0.954545455
5,8,19,0.954545455
5,10,19,0.954545455
5,11,19,0.954545455
5,13,19,0.954545455
5,16,19,0.954545455
5,18,19,0.954545455
6,7,19,0.954545455
6,11,19,0.954545455
6,12,19,0.954545455
6,16,19,0.954545455
6,17,19,0.954545455
6,18,19,0.954545455
7,17,19,0.954545455
7,18,19,0.954545455
0,1,8,0.935483871
0,1,9,0.935483871
0,1,13,0.935483871
0,1,18,0.935483871
0,2,10,0.935483871
0,2,12,0.935483871
0,2,13,0.935483871
0,2,16,0.935483871
0,2,17,0.935483871
0,3,9,0.935483871
0,3,13,0.935483871
0,3,16,0.935483871
0,3,17,0.935483871
0,3,18,0.935483871
0,4,14,0.935483871
0,4,16,0.935483871
0,4,17,0.935483871
0,4,18,0.935483871
0,5,7,0.935483871
0,5,9,0.935483871
0,5,10,0.935483871
0,5,11,0.935483871
0,6,8,0.935483871
0,6,18,0.935483871
0,7,10,0.935483871
0,7,12,0.935483871
0,7,13,0.935483871
0,7,16,0.935483871
0,7,17,0.935483871
0,7,18,0.935483871
0,8,9,0.935483871
0,8,11,0.935483871
0,8,14,0.935483871
0,10,11,0.935483871
0,10,13,0.935483871
0,11,16,0.935483871
0,11,18,0.935483871
0,13,14,0.935483871
0,16,18,0.935483871
1,2,18,0.935483871
1,3,10,0.935483871
1,4,8,0.935483871
1,4,9,0.935483871
1,4,13,0.935483871
1,6,7,0.935483871
1,6,9,0.935483871
1,6,10,0.935483871
1,6,11,0.935483871
1,8,9,0.935483871
1,8,14,0.935483871
1,8,15,0.935483871
1,9,13,0.935483871
1,9,14,0.935483871
1,9,15,0.935483871
1,10,14,0.935483871
1,10,15,0.935483871
1,13,14,0.935483871
1,13,15,0.935483871
1,14,15,0.935483871
2,6,13,0.935483871
2,6,14,0.935483871
2,6,15,0.935483871
1,8,19,0.909090909
1,9,19,0.909090909
1,10,19,0.909090909
1,13,19,0.909090909
1,14,19,0.909090909
1,15,19,0.909090909
4,6,19,0.909090909
4,8,19,0.909090909
4,9,19,0.909090909
4,10,19,0.909090909
4,13,19,0.909090909
4,14,19,0.909090909
4,15,19,0.909090909
5,9,19,0.909090909
5,12,19,0.909090909
5,14,19,0.909090909
5,15,19,0.909090909
5,17,19,0.909090909
6,8,19,0.909090909
6,9,19,0.909090909
6,10,19,0.909090909
6,13,19,0.909090909
6,14,19,0.909090909
6,15,19,0.909090909
7,8,19,0.909090909
7,9,19,0.909090909
7,10,19,0.909090909
7,11,19,0.909090909
7,12,19,0.909090909
7,13,19,0.909090909
7,14,19,0.909090909
7,15,19,0.909090909
7,16,19,0.909090909
8,17,19,0.909090909
8,18,19,0.909090909
9,18,19,0.909090909
10,17,19,0.909090909
10,18,19,0.909090909
11,17,19,0.909090909
11,18,19,0.909090909
0,1,7,0.903225806
0,1,10,0.903225806
0,1,11,0.903225806
0,2,8,0.903225806
0,2,18,0.903225806
0,3,8,0.903225806
0,3,10,0.903225806
0,3,11,0.903225806
0,4,9,0.903225806
0,4,11,0.903225806
0,4,13,0.903225806
0,6,9,0.903225806
0,6,10,0.903225806
0,7,8,0.903225806
0,8,10,0.903225806
0,8,13,0.903225806
0,9,10,0.903225806
1,2,5,0.903225806
1,2,7,0.903225806
1,2,11,0.903225806
1,4,10,0.903225806
1,7,11,0.903225806
1,8,10,0.903225806
1,8,13,0.903225806
1,9,10,0.903225806
1,10,13,0.903225806
2,5,12,0.903225806
2,5,13,0.903225806
2,5,14,0.903225806
2,5,15,0.903225806
2,6,12,0.903225806
2,6,17,0.903225806
2,7,15,0.903225806
2,9,17,0.903225806
2,9,18,0.903225806
2,10,17,0.903225806
2,12,18,0.903225806
2,14,18,0.903225806
2,15,17,0.903225806
2,15,18,0.903225806
3,6,12,0.903225806
3,6,13,0.903225806
3,6,14,0.903225806
3,6,15,0.903225806
4,6,12,0.903225806
5,6,12,0.903225806
5,6,13,0.903225806
5,6,14,0.903225806
5,6,15,0.903225806
6,7,13,0.903225806
6,7,14,0.903225806
6,7,15,0.903225806
6,8,17,0.903225806
6,8,18,0.903225806
6,9,12,0.903225806
6,9,17,0.903225806
6,9,18,0.903225806
6,10,12,0.903225806
6,10,17,0.903225806
6,10,18,0.903225806
6,11,13,0.903225806
6,11,14,0.903225806
6,11,15,0.903225806
6,12,13,0.903225806
6,12,14,0.903225806
6,12,15,0.903225806
6,12,16,0.903225806
6,12,17,0.903225806
6,12,18,0.903225806
6,13,16,0.903225806
6,13,17,0.903225806
6,13,18,0.903225806
6,14,16,0.903225806
6,14,17,0.903225806
6,14,18,0.903225806
6,15,16,0.903225806
6,15,17,0.903225806
6,15,18,0.903225806
0,3,7,0.870967742
0,4,7,0.870967742
0,4,8,0.870967742
0,4,10,0.870967742
0,6,7,0.870967742
0,6,11,0.870967742
1,2,3,0.870967742
1,2,4,0.870967742
1,3,5,0.870967742
1,3,6,0.870967742
1,4,5,0.870967742
2,3,15,0.870967742
2,4,15,0.870967742
2,5,17,0.870967742
2,5,18,0.870967742
2,6,16,0.870967742
2,6,18,0.870967742
2,7,14,0.870967742
2,8,15,0.870967742
2,8,17,0.870967742
2,8,18,0.870967742
2,9,12,0.870967742
2,9,13,0.870967742
2,9,14,0.870967742
2,9,15,0.870967742
2,10,12,0.870967742
2,10,14,0.870967742
2,10,15,0.870967742
2,10,18,0.870967742
2,11,14,0.870967742
2,11,15,0.870967742
2,11,17,0.870967742
2,12,15,0.870967742
2,12,16,0.870967742
2,12,17,0.870967742
2,13,15,0.870967742
2,13,17,0.870967742
2,13,18,0.870967742
2,14,15,0.870967742
2,14,16,0.870967742
2,14,17,0.870967742
2,15,16,0.870967742
2,16,17,0.870967742
2,17,18,0.870967742
3,6,17,0.870967742
3,6,18,0.870967742
3,9,18,0.870967742
3,12,18,0.870967742
3,14,18,0.870967742
3,15,18,0.870967742
4,6,13,0.870967742
4,6,14,0.870967742
4,6,15,0.870967742
4,6,17,0.870967742
4,6,18,0.870967742
4,9,18,0.870967742
4,12,18,0.870967742
4,14,18,0.870967742
4,15,18,0.870967742
5,6,17,0.870967742
5,6,18,0.870967742
5,8,18,0.870967742
5,12,18,0.870967742
5,13,18,0.870967742
5,14,18,0.870967742
6,7,17,0.870967742
6,7,18,0.870967742
6,8,12,0.870967742
6,8,13,0.870967742
6,8,14,0.870967742
6,8,15,0.870967742
6,8,16,0.870967742
6,9,13,0.870967742
6,9,14,0.870967742
6,9,15,0.870967742
6,9,16,0.870967742
6,10,13,0.870967742
6,10,14,0.870967742
6,10,15,0.870967742
6,10,16,0.870967742
6,11,12,0.870967742
6,11,17,0.870967742
6,11,18,0.870967742
6,13,14,0.870967742
6,13,15,0.870967742
6,14,15,0.870967742
6,16,17,0.870967742
6,16,18,0.870967742
6,17,18,0.870967742
8,11,19,0.863636364
8,12,19,0.863636364
8,16,19,0.863636364
9,11,19,0.863636364
9,16,19,0.863636364
9,17,19,0.863636364
10,11,19,0.863636364
10,12,19,0.863636364
10,16,19,0.863636364
11,12,19,0.863636364
11,13,19,0.863636364
11,14,19,0.863636364
11,15,19,0.863636364
11,16,19,0.863636364
12,18,19,0.863636364
13,18,19,0.863636364
14,18,19,0.863636364
15,18,19,0.863636364
16,18,19,0.863636364
0,1,3,0.838709677
0,1,5,0.838709677
0,2,5,0.838709677
0,2,11,0.838709677
0,7,11,0.838709677
1,3,4,0.838709677
1,4,6,0.838709677
1,5,6,0.838709677
2,3,12,0.838709677
2,3,14,0.838709677
2,3,17,0.838709677
2,3,18,0.838709677
2,4,12,0.838709677
2,4,14,0.838709677
2,4,17,0.838709677
2,4,18,0.838709677
2,5,16,0.838709677
2,6,8,0.838709677
2,6,9,0.838709677
2,6,10,0.838709677
2,7,12,0.838709677
2,7,13,0.838709677
